Date,Close/Last,Volume,Open,High,Low
05/17/2022,24.58,65619680,23.08,24.74,22.84
05/16/2022,21.37,49300820,21.86,22.51,21.2
05/13/2022,22.49,65885870,20.57,22.91,20.18
05/12/2022,19.41,79889140,18.51,19.99,17.96
05/11/2022,19.15,76546010,20.53,22,18.97
05/10/2022,21.09,72934470,21.45,22.145,19.72
05/09/2022,19.72,72482050,21.82,22.6,19.32
05/06/2022,23.35,73607550,23.24,24.87,21.9401
05/05/2022,23.99,64302740,26.533,26.62,22.75
05/04/2022,28.02,77054180,25.69,28.14,23.3
05/03/2022,25.11,53115670,24.33,25.68,23.75
05/02/2022,24.5,57669870,22.38,24.55,21.81
04/29/2022,22.24,48104410,24.3,25.95,22.1
04/28/2022,25.58,63555750,23.2,26.3,22.4
04/27/2022,21.95,52406350,21.62,23.59,21.48
04/26/2022,22.43,55039170,24.71,24.9,22.35
04/25/2022,25.67,58210600,23.89,25.76,23.675
04/22/2022,24.45,57459230,26.1,26.56,24.37
04/21/2022,26.21,53808490,29.6,30.57,25.81
04/20/2022,28.5,51891870,30.07,30.85,28.235
04/19/2022,28.75,45358810,26.68,28.89,26.22
04/18/2022,26.98,49251730,25.26,27.67,25.16
04/14/2022,25.61,51193150,28.55,28.6199,25.54
04/13/2022,28.03,50483960,26.77,28.54,26.31
04/12/2022,26.24,66793210,28.04,28.84,25.86
04/11/2022,26.49,60558150,27.04,27.71,26.34
04/08/2022,28.29,71608860,29.86,29.9599,28.15
04/07/2022,30.51,55657310,30.25,31.42,28.6606
04/06/2022,30.51,69146900,30.85,32.1,29.56
04/05/2022,32.88,57649640,37.09,37.24,32.53
04/04/2022,37.96,28200500,36.58,38.22,36.17
04/01/2022,36.29,57428510,39.07,39.33,34.62
03/31/2022,38.78,38547380,41.26,41.84,38.42
03/30/2022,41.35,38435730,44.71,45.2,40.6823
03/29/2022,45.58,40148510,44.84,46,43.11
03/28/2022,42.71,35741020,41.197,42.81,39.32
03/25/2022,42.01,36316040,42.07,42.3698,39.75
03/24/2022,42.09,44687250,37.82,42.25,37.3
03/23/2022,36.69,38313160,38.51,39.99,36.5902
03/22/2022,39.59,34654070,38.79,41.02,38.63
03/21/2022,39,38312060,38.7,39.97,36.88
03/18/2022,39.17,39797740,36.61,39.675,35.6
03/17/2022,36.95,37147460,35.25,37,34.32
03/16/2022,36.3,55753990,33.04,36.4,32.06
03/15/2022,31.51,42082900,28.45,31.7201,28.0098
03/14/2022,27.91,49351450,30.01,30.85,27.3
03/11/2022,30.69,34118290,34.16,34.42,30.5
03/10/2022,32.75,43831460,33.07,33.2,30.8
03/09/2022,34.93,46482390,34.12,35.66,33.07
03/08/2022,31.16,68456460,29.67,34.34,28.48
03/07/2022,29.58,50665840,34.82,35.6,29.5
03/04/2022,34.77,47006010,36.63,37.42,33.36
03/03/2022,37.55,45902800,40.65,40.8699,36.82
03/02/2022,40.12,41485360,37.47,40.88,37.23
03/01/2022,36.58,46635010,40.78,41.3,35.35
02/28/2022,41.01,43350650,40.2,42.23,38.56
02/25/2022,41.78,40948960,40,41.84,38.16
02/24/2022,39.94,68362140,31.81,40.05,31.55
02/23/2022,35.91,52830570,40.068,41.3,35.63
02/22/2022,38.61,49765570,38.23,41.56,36.83
02/18/2022,39.63,46904090,41.14,41.349,37.77
02/17/2022,40.87,41858900,44.12,44.39,40.67
02/16/2022,46.1,35357630,44.07,46.5,43.04
02/15/2022,46.01,40132270,41.9,46.29,41.67
02/14/2022,39.59,43218360,39.75,41.85,37.86
02/11/2022,39.54,51212760,46.56,47.65,38.42
02/10/2022,46.42,51371000,47.58,52.21,45.5798
02/09/2022,51.02,35302830,48.43,51.23,46.71
02/08/2022,46.6,33686780,42.75,46.88,42.54
02/07/2022,43.41,28382030,43.64,45.52,42.86
02/04/2022,43.46,30575590,42.08,44.5201,40.37
02/03/2022,42.63,32875330,45.58,47.8,42.15
02/02/2022,49.34,40548640,48.47,49.5,46.46
02/01/2022,45.91,37795570,45.89,46.1,42.29
01/31/2022,44.58,39362540,38.99,44.75,38.3
01/28/2022,38.41,43946680,36.37,38.41,33.095
01/27/2022,36.36,50033700,43.4,43.45,36
01/26/2022,42.12,46405010,43.78,47.1,40.105
01/25/2022,40.19,40326260,41.77,43.35,39.38
01/24/2022,45.45,53719180,41,45.48,36.6179
01/21/2022,43.71,45826470,45.22,48.93,43.4
01/20/2022,45.99,32438820,52.12,53.2,45.81
01/19/2022,50.82,28683330,57.48,58.155,50.73
01/18/2022,55.98,29173880,60.91,61.38,55.5
01/14/2022,64.48,23880610,58.76,64.54,58.56
01/13/2022,60.2,28866550,67.5,69.18,59.58
01/12/2022,64.58,19392040,64.99,66.4,62.64
01/11/2022,63.29,22053890,59.09,63.44,57.88
01/10/2022,60,25112690,57.34,60.19,53.82
01/07/2022,59.74,22625850,65.08,66.05,59.14
01/06/2022,65.54,19343140,64.09,66.39,61.85
01/05/2022,64.01,20820970,69.588,71.42,63.94
01/04/2022,71.07,21988050,72.58,74.21,66.04
01/03/2022,72.1,15794750,69.05,72.11,68.3883
12/31/2021,68.01,10151970,68.7,70.1,67.83
12/30/2021,68.36,11188250,70.5,71.34,67.89
12/29/2021,71,10702010,70.42,72.23,69.6
12/28/2021,70.52,14401780,74.07,74.07,69.57
12/27/2021,72.99,15597980,68.104,73,68
12/23/2021,67.41,14506960,66,68.75,65.92
12/22/2021,65.38,13011600,62.47,65.53,61.61
12/21/2021,63.5,20477000,61.17,63.685,58.77
12/20/2021,57.55,15681400,56.14,58.76,55.47
12/17/2021,58.96,17754370,57.34,61.58,56.86
12/16/2021,59.23,27692100,69.01,69.5,58.02
12/15/2021,68.12,19005700,61.84,68.34,59.24
12/14/2021,61.52,13311180,60,62.37,58.94
12/13/2021,62.34,13561550,68.024,68.71,62
12/10/2021,67.6,12329110,69.456,70.45,65.17
12/09/2021,65.9,14532970,69.43,71.59,65.66
12/08/2021,70.69,12500690,70.93,71.2,68.49
12/07/2021,71.99,21654540,66.76,72.52,66.72
12/06/2021,62.6,13816270,62.06,63.29,56.78
12/03/2021,62.93,18842770,65.9,67.95,60.7
12/02/2021,63.25,21014160,61.26,64.74,59.68
12/01/2021,63.16,24886990,67.54,70.96,63.05
11/30/2021,64.67,22246310,67.28,69.34,62.89
11/29/2021,68.41,18352680,63.95,68.68,63.22
11/26/2021,61.37,14919710,63.1,64.98,59.85
11/24/2021,66.88,14762210,62.99,66.9,61.21
11/23/2021,64.74,16233690,64.83,66.61,61.3501
11/22/2021,65.43,16809790,69.54,72.4871,65.23
11/19/2021,68.61,14527380,67.86,69.8671,66.8784
11/18/2021,67.98,14102710,67.87,68.9,66.03
11/17/2021,64.52,11636620,66,66.13,63.6997
11/16/2021,66.15,12692960,62.38,66.43,62.01
11/15/2021,63.2,11837450,64.73,64.74,61.26
11/12/2021,63.35,13052660,62.22,64.25,61.1708
11/11/2021,61.64,13055700,60.72,61.9916,59.37
11/10/2021,57.95,17648250,60.05,62.5,57.0699
11/09/2021,63.4,16385940,65.27,65.629,61.41
11/08/2021,63.54,15603890,62.1,64.71,61.49
11/05/2021,60.91,19536050,60.04,62.4,59.21
11/04/2021,59.08,20539240,55.42,59.829,54.571
11/03/2021,53.67,11472210,52.07,53.81,51.42
11/02/2021,51.82,12421130,49.82,51.82,49.81
11/01/2021,49.96,14647450,47.79,49.96,47.45
10/29/2021,47.65,12735040,45.972,47.65,45.62
10/28/2021,47,15904400,45.84,47.1,45.57
10/27/2021,44.09,13076310,44.23,45.61,43.56
10/26/2021,44.96,12067780,46.02,46.45,44.54
10/25/2021,45.06,9706705,44.6,45.665,44.16
10/22/2021,44.05,12691660,44.84,46.23,43.77
10/21/2021,45.59,10019680,43.33,45.7198,43.3
10/20/2021,44.2,9908218,44.13,44.73,43.63
10/19/2021,44.43,11476180,43.11,44.48,42.63
10/18/2021,42.86,8498165,41.14,42.97,40.44
10/15/2021,41.84,10988460,42.03,42.285,41.3
10/14/2021,41.05,14800930,39.64,41.08,39.3401
10/13/2021,37.65,11660570,37.7,38.3,37.24
10/12/2021,37.05,19847440,39.21,39.31,36.47
10/11/2021,38.38,9446410,38.76,40.39,38.36
10/08/2021,39.33,10296980,40.9,41.07,39.08
10/07/2021,40.39,13234340,40.53,42.0293,40.27
10/06/2021,39.06,16403230,37.32,39.14,36.92
10/05/2021,38.65,15194130,37.6,39.39,37.255
10/04/2021,37.02,20555390,39.31,39.5198,36.57
10/01/2021,40.07,16368720,40.5,40.7,38.06
09/30/2021,40.04,14470240,41.06,41.95,40
09/29/2021,40.12,19889670,42.56,42.68,39.78
09/28/2021,42.23,23988050,44.9,45.79,42.05
09/27/2021,47.69,10241260,46.52,48.1801,45.56
09/24/2021,47.95,7464960,46.86,48.23,46.78
09/23/2021,48.1,11819560,46.892,48.55,46.42
09/22/2021,46.26,11093240,44.46,46.57,44.01
09/21/2021,43.6,9972389,44.04,44.52,42.35
09/20/2021,43.3,19454630,43.75,44.197,41.16
09/17/2021,46.75,14478870,48.64,48.65,45.97
09/16/2021,49.07,9094405,47.74,49.53,47.02
09/15/2021,48.59,9321847,48.06,48.7,46.76
09/14/2021,47.87,10129230,48.4,48.97,47.14
09/13/2021,47.87,11356440,47.8,48.17,45.9295
09/10/2021,46.59,14399650,46.64,48.63,46.51
09/09/2021,45.55,8642994,44.91,46.26,44.89
09/08/2021,44.95,11787430,46.1,46.3699,43.76
09/07/2021,46.77,5666382,47.361,47.41,45.92
09/03/2021,47.24,7380129,46.14,47.85,45.96
09/02/2021,46.3,7189762,46.35,46.72,45.7
09/01/2021,45.96,7246919,47.23,47.3,45.83
08/31/2021,46.55,9620821,47.77,47.965,45.37
08/30/2021,47.74,10291140,47.78,49,47.125
08/27/2021,47.3,12358320,44.85,47.5,44.69
08/26/2021,44.68,9529406,44.52,45.33,43.705
08/25/2021,44.78,10125850,44.18,45.65,44.11
08/24/2021,43.73,8557113,43.98,44.44,43.38
08/23/2021,43.69,12229030,41.4,43.79,41.4
08/20/2021,40.43,10732250,39.96,40.75,39.01
08/19/2021,39.63,14855290,38.18,40.26,37.14
08/18/2021,38.66,10760150,40.29,40.955,38.58
08/17/2021,40.46,13983660,41.93,41.9476,39.34
08/16/2021,43.01,6664531,42.91,43.43,41.93
08/13/2021,43.48,7655754,42.5,43.6,42.285
08/12/2021,42.62,9758813,43.44,43.5,41.56
08/11/2021,44.17,10016630,45.06,45.12,42.4298
08/10/2021,44.45,9994504,46.367,46.57,43.5
08/09/2021,46.15,5943661,46.9,47.27,45.54
08/06/2021,46.63,6201980,46.33,47.27,46.2
08/05/2021,47.17,8580697,48.17,48.1901,46.44
08/04/2021,47.61,13768860,46.16,48.1499,46.05
08/03/2021,45.97,10801370,45.29,45.9784,43.61
08/02/2021,45.21,17018650,45.19,46.89,44.88
07/30/2021,44.39,13599230,42.19,44.5,42.072
07/29/2021,43.45,15318440,41.23,43.6899,41.23
07/28/2021,41.18,12983040,39.54,41.5,39.02
07/27/2021,39.15,17917420,40.8,40.852,36.71
07/26/2021,41.45,7703459,40.5835,41.79,40.5835
07/23/2021,41.55,8740443,41.29,41.61,39.95
07/22/2021,40.74,8148866,40.9,41.62,39.9
07/21/2021,41.85,12599670,38.67,41.85,38.6
07/20/2021,38.34,12487170,37.24,39.08,35.8505
07/19/2021,36.84,17527780,35.21,36.93,34.71
07/16/2021,36.76,14425570,40.03,40.45,36.59
07/15/2021,39.42,14968010,41.79,41.8012,38.55
07/14/2021,42.16,15361470,43.54,44.79,41.86
07/13/2021,42.62,9289264,42.75,43.315,42.1
07/12/2021,43.33,9021765,42.16,43.33,41.81
07/09/2021,41.77,9799611,40.18,41.94,39.25
07/08/2021,39.78,14764350,38.55,40.3798,37.76
07/07/2021,41.24,10623830,43.8,43.91,40.69
07/06/2021,43.04,10020290,43.64,44.14,41.36
07/02/2021,43.32,10933300,43.57,43.7,42.25
07/01/2021,42.57,11578170,44.15,44.37,42.13
06/30/2021,44.54,9830905,44.37,44.7267,43.67
06/29/2021,44.64,13090200,43.31,44.69,42.88
06/28/2021,43.65,18209310,41.5,44.08,41.45
06/25/2021,40.66,9244122,41.17,41.69,40.29
06/24/2021,41.08,12716790,39.883,41.23,39.88
06/23/2021,39.05,8615363,38.5999,39.63,38.5999
06/22/2021,38.6,10500360,37.9,38.825,37.4
06/21/2021,38.12,12721960,37.55,38.1617,36.59
06/18/2021,37.32,21346620,39.29,39.58,36.75
06/17/2021,40.31,18466160,38.69,41.17,38.65
06/16/2021,39.18,18089260,40.49,40.89,38.07
06/15/2021,40.04,13301430,40.8,41.6,39.74
06/14/2021,41.17,18513250,39.81,41.17,39.0599
06/11/2021,39.49,7971497,39.05,39.49,38.57
06/10/2021,39.04,17601940,37.8,39.37,37.52
06/09/2021,37.7,11721000,38.56,38.89,37.62
06/08/2021,38.17,13475840,39.801,39.97,37.3
06/07/2021,38.91,11453810,39.26,39.44,38.15
06/04/2021,39.74,15960520,38.08,39.99,38.05
06/03/2021,37.12,16945810,37.83,38.28,36.515
06/02/2021,39.19,12370470,38.27,39.58,37.91
06/01/2021,38.34,18159370,39.52,40.54,37.745
05/28/2021,38.78,15891410,38.067,39.27,37.88
05/27/2021,37.86,16449390,36.879,38.26,36.71
05/26/2021,37.18,13436680,37.03,37.68,36.185
05/25/2021,36.94,19468180,37.33,37.7497,36.245
05/24/2021,36.53,21577550,35,37.14,34.91
05/21/2021,34.14,25100330,35.3,35.3401,33.81
05/20/2021,34.64,28593190,32.75,34.98,32.67
05/19/2021,32.05,29208670,28.46,32.1699,28.22
05/18/2021,30.29,15262560,31.71,32.08,30.22
05/17/2021,31.1,19121210,30.98,31.1,29.43
05/14/2021,31.93,21881320,30.49,32.68,29.58
05/13/2021,29.33,25519970,29.53,30.497,28.3
05/12/2021,28.13,34045690,30.1,30.56,27.81
05/11/2021,32.11,29951280,29.02,32.31,28.69
05/10/2021,31.93,25439750,36,36,31.88
05/07/2021,36.93,16784570,36.51,37.55,35.911
05/06/2021,35.4,15387320,34.2,35.4,33.16
05/05/2021,34.55,7952189,35.07,35.79,33.7499
05/04/2021,33.97,24427980,34.41,34.45,32
05/03/2021,35.61,13899920,37.72,37.789,35.0793
04/30/2021,36.9,19385840,38.347,39.17,36.56
04/29/2021,40.31,14812520,41.2,41.22,38.48
04/28/2021,39.42,12753570,40.68,40.69,39.31
04/27/2021,41.34,12557180,42.78,42.91,40.955
04/26/2021,42.21,13528460,40.09,42.455,40
04/23/2021,40.15,13252200,38.32,40.57,38.3
04/22/2021,37.98,20962130,40.37,40.61,37.27
04/21/2021,40.75,15160170,37.93,40.77,37.34
04/20/2021,37.71,13892050,39.01,39.53,37.0398
04/19/2021,39.6,20268200,41.77,42.29,38.25
04/16/2021,42.75,11016240,43.51,43.64,42.481
04/15/2021,43.47,13642030,42.35,43.66,41.62
04/14/2021,41.27,12838650,42.39,43.47,40.63
04/13/2021,42.69,14056430,44,44.13,41.57
04/12/2021,43.09,14926030,43.72,43.79,41.8
04/09/2021,44.48,10748470,43.83,44.5,43.13
04/08/2021,44.79,12957080,44.75,45,43.6
04/07/2021,43.38,12421780,43.99,44,42.34
04/06/2021,43.38,17961530,44.119,44.97,42.07
04/05/2021,45,26445830,44.525,45.3,42.9086
04/01/2021,42.41,27795510,40.05,42.44,40.05
03/31/2021,38.21,25362450,36.43,38.98,36.35
03/30/2021,35.52,17925990,35.12,35.78,34.285
03/29/2021,35.79,28422650,36.384,36.91,34.5
03/26/2021,37.69,35670260,32.81,37.74,32.71
03/25/2021,32.81,30291420,30.93,33.1799,30.1
03/24/2021,32.59,26195900,35.63,36.13,32.55
03/23/2021,34.03,26947020,37.37,37.5,33.51
03/22/2021,37,23763830,35.94,38.2,35.62
03/19/2021,34.75,20614970,34.0097,35.6501,32.38
03/18/2021,33.71,25847350,36.76,36.92,33.45
03/17/2021,38.42,21743540,35.28,39.15,34.51
03/16/2021,36.98,27404930,36.83,38.59,36.23
03/15/2021,35.57,15448800,33.8,35.63,33.18
03/12/2021,33.42,17047630,32.52,33.59,31.85
03/11/2021,34.47,19094330,33.3,35.04,32.85
03/10/2021,30.72,19953540,34.19,34.19,30.62
03/09/2021,32.45,19994850,30.34,33.08,30
03/08/2021,27.52,28761180,32.71,32.93,27.5
03/05/2021,32.75,30945780,32.22,32.96,27.73
03/04/2021,29.98,34294340,34.83,35.19,28.44
03/03/2021,35.01,21749020,38.9,38.99,34.82
03/02/2021,38.55,19687670,42.94,42.99,38.45
03/01/2021,42.558,24584283,40.592,42.558,39.5501
02/26/2021,38.7107,29536965,37.9434,39.7007,35.8034
02/25/2021,36.2187,35817402,42.0674,43.0094,35.7034
02/24/2021,43.7454,17963721,38.9827,43.8334,38.0667
02/23/2021,39.9787,27033631,38.4967,40.744,35.0691
02/22/2021,40.8067,22419514,44.0034,44.936,40.18
02/19/2021,45.7987,23601918,44.6447,46.518,44.2233
02/18/2021,42.6854,15629122,42.2034,43.266,41.0207
02/17/2021,44.0107,19385420,45.1,45.7414,42.1387
02/16/2021,46.582,14366363,47.3367,47.8527,45.8106
02/12/2021,45.772,15842002,43.488,46.0134,43.004
02/11/2021,44.1647,20780705,40.8847,44.1647,40.8847
02/10/2021,39.9967,15432082,40.6667,41.312,38.377
02/09/2021,39.622,8659856,39.6364,40.54,39.0434
02/08/2021,40.1334,17277741,37.4614,40.1334,37.4452
02/05/2021,36.7227,8242436,38.3334,38.3334,36.5854
02/04/2021,37.538,8400476,36.337,37.6073,35.5294
02/03/2021,36.6327,14184698,39.4667,39.7967,36.5714
02/02/2021,39.048,10789750,39.1327,39.16,37.4667
02/01/2021,37.348,13748783,35.086,37.527,34.6367
01/29/2021,33.4007,15256042,35.3374,35.8216,32.9007
01/28/2021,35.134,16110682,35.0007,36.5767,34.1734
01/27/2021,33.144,25056542,36.8667,37.0487,32.5387
01/26/2021,39.0554,7640711,41.0467,41.0467,39
01/25/2021,40.9654,12504654,42.0134,42.14,38.6274
01/22/2021,40.79,12573339,42,42.476,40.774
01/21/2021,43.1587,11101629,42.3887,43.52,41.0974
01/20/2021,41.3194,11220699,43.1634,43.5214,40.951
01/19/2021,41.6667,13351583,39.514,41.7954,39.4111
01/15/2021,37.824,16302502,40.192,40.3134,37.1054
01/14/2021,40.3867,11373429,39.22,41.6126,39.22
01/13/2021,37.9194,6896727,38.6207,38.9333,37.4
01/12/2021,37.8187,10501420,37.6654,38.7586,36.706
01/11/2021,37.09,9660700,34.9654,37.8737,34.934
01/08/2021,35.7867,13089908,37.5074,37.942,34.6294
01/07/2021,35.7567,10443265,33.646,36.1214,33.6154
01/06/2021,32.2073,16782067,31.528,34.1607,31.284
01/05/2021,32.446,8537636,30.444,32.5053,30.444
01/04/2021,30.6693,17731491,31.672,33.6547,29.9307
12/31/2020,31.0987,5872872,30.7747,31.1831,30.1773
12/30/2020,30.7713,7807451,29.672,30.891,29.6
12/29/2020,29.2587,7832831,29.8667,29.8667,28.2841
12/28/2020,29.4853,7542116,30.622,30.7333,29.368
12/24/2020,29.654,2642039,29.1667,29.6607,29.0293
12/23/2020,28.822,4337323,29.6233,29.7993,28.7833
12/22/2020,29.4333,6243807,29.7007,29.8207,28.7547
12/21/2020,29.546,11619834,29,29.6938,28.1667
12/18/2020,30.1393,8797781,30.7333,30.8667,29.5573
12/17/2020,30.538,6106452,30.9193,30.9907,30.1807
12/16/2020,30.3753,6372117,30.71,30.7221,29.696
12/15/2020,30.4427,7406666,30.2813,30.6873,29.7508
12/14/2020,29.224,10853305,28.9887,29.6833,28.8
12/11/2020,28.1633,13248008,28.4133,28.8593,27.2667
12/10/2020,29.17,11489724,28.62,29.8217,28.1341
12/09/2020,29.2267,19231550,31.6067,32.161,28.618
12/08/2020,31.96,6290517,31.4507,32.2733,31.0413
12/07/2020,31.562,8889416,31.736,31.736,30.688
12/04/2020,31.1547,10473580,29.2353,31.1933,28.9787
12/03/2020,28.7607,7801526,29.2313,29.686,28.634
12/02/2020,28.7173,7210511,28.2187,29.1018,28.0667
12/01/2020,28.5007,12750444,27.746,28.9327,27.5333
11/30/2020,27.0647,10631935,26.236,27.1507,25.2687
11/27/2020,26.084,8937161,25.7213,26.6053,25.7207
11/25/2020,25.216,6964227,25.3667,25.8613,24.912
11/24/2020,25.4887,9943060,25.5333,25.5667,24.3095
11/23/2020,25.0833,11435859,24.434,25.2917,24.084
11/20/2020,23.9973,11357034,24.3707,24.9789,23.9082
11/19/2020,24.3933,8220551,23.2333,24.406,22.6807
11/18/2020,23.3113,10455220,23.9187,24.4539,23.2727
11/17/2020,23.8167,9009010,24.156,24.216,23.2813
11/16/2020,24.4113,12467634,23.27,24.4467,23.1
11/13/2020,22.7347,10982170,22.66,23.3119,22.2787
11/12/2020,21.9213,11976234,22.8427,23.0933,21.5807
11/11/2020,22.804,11782884,21.5307,22.912,21.4993
11/10/2020,20.5633,16570987,21.996,22.2927,20.4067
11/09/2020,22.5953,16742227,24.962,25.5987,22.554
11/06/2020,23.4927,15370147,22.1493,23.6798,21.934
11/05/2020,22.3433,20564405,21.3333,22.491,21.327
11/04/2020,19.74,17589786,18.9633,19.9687,18.2833
11/03/2020,17.8673,12471744,17.3333,18.2595,17.2949
11/02/2020,16.864,10897900,17.142,17.4,16.4243
10/30/2020,16.5967,11206254,16.8953,17.1847,16.0073
10/29/2020,17.446,10748785,16.2673,17.8977,16.132
10/28/2020,16.1593,15634582,17.0747,17.0851,16.094
10/27/2020,17.9453,7834616,18.5167,18.6653,17.7267
10/26/2020,18.1327,13960598,18.8833,19.1333,17.4
10/23/2020,19.37,6974667,19.4793,19.4793,18.8353
10/22/2020,19.658,9830230,19.726,19.9205,18.9127
10/21/2020,19.5893,8161106,20.1553,20.2497,19.5493
10/20/2020,20.012,6908772,20.3607,20.5207,19.8433
10/19/2020,20.076,11283009,20.8667,21.2627,19.8453
10/16/2020,20.4047,8951546,21.212,21.2167,20.364
10/15/2020,20.7,10549945,19.8007,20.8293,19.5753
10/14/2020,20.8647,11343714,21.3387,21.5927,20.4947
10/13/2020,21.2007,14068238,21.2507,21.676,20.834
10/12/2020,21.226,15900922,21.0893,21.5533,20.8013
10/09/2020,20.3427,18608511,20.0193,20.496,19.9233
10/08/2020,19.3287,11171649,19.17,19.4325,18.9527
10/07/2020,18.68,13548863,18.3707,18.7833,18.3507
10/06/2020,17.6173,16637902,17.8627,18.8894,17.4007
10/05/2020,17.9233,14750483,16.7907,17.9253,16.7687
10/02/2020,16.3293,24060213,16.6713,17.452,16.284
10/01/2020,17.9273,18271416,17.522,18.0787,17.3407
09/30/2020,16.8793,20143130,16.7007,17.3987,16.6
09/29/2020,16.8567,19878290,16.608,17.272,16.608
09/28/2020,16.7173,15123142,16.0413,16.7327,15.762
09/25/2020,15.4553,15505957,14.896,15.55,14.224
09/24/2020,14.816,24951843,14.0947,15.4073,14.0667
09/23/2020,14.3953,14177513,15.4647,15.7867,14.2629
09/22/2020,15.5533,13863863,15.3573,15.5767,14.5513
09/21/2020,15.0093,25779647,14.1893,15.032,13.894
09/18/2020,15.082,17329911,16.0147,16.2023,14.52
09/17/2020,15.8193,14704838,14.7493,15.9713,14.5549
09/16/2020,15.892,10827640,16.592,16.782,15.8333
09/15/2020,16.3853,11724939,16.154,16.686,16.098
09/14/2020,15.584,11850024,15.5533,15.8539,15.21
09/11/2020,14.6573,14870648,15.0293,15.4753,14.1913
09/10/2020,14.7087,19227275,15.85,16.0793,14.4267
09/09/2020,15.346,19172015,15.2093,15.6867,14.6667
09/08/2020,14.174,21556774,14.7087,15.6127,14.1313
09/04/2020,16.5273,26687027,16.616,17.3633,14.6707
09/03/2020,16.9987,37044476,19.5713,19.6,16.6027
09/02/2020,20.4967,18729726,19.628,20.7593,19.1212
09/01/2020,18.8093,10284325,18.1267,18.8333,17.8707
08/31/2020,17.8067,12092544,17.8407,18.1933,17.3873
08/28/2020,17.8567,13989278,17.0053,17.8727,16.8973
08/27/2020,16.8993,17893671,17.664,17.7593,16.589
08/26/2020,17.5847,11527749,17.5047,17.7193,17.2593
08/25/2020,17.3887,11627124,16.8767,17.3913,16.8767
08/24/2020,16.846,11775954,16.8893,17.048,16.4747
08/21/2020,16.3927,10790005,16.0453,16.3997,15.7667
08/20/2020,16.0393,16498102,15.9793,16.2807,15.6933
08/19/2020,16.468,10309060,16.8127,16.9311,16.3193
08/18/2020,16.794,11410959,17.276,17.3747,16.626
08/17/2020,17.076,11738424,16.8587,17.2813,16.7792
