Price,Adj Close,Close,High,Low,Open,Volume
Ticker,UPRO,UPRO,UPRO,UPRO,UPRO,UPRO
Date,,,,,,
2009-06-25,1.1298484802246094,1.205556035041809,1.2104170322418213,1.1262500286102295,1.1262500286102295,2577600
2009-06-26,1.1239912509918213,1.1993060111999512,1.213055968284607,1.177361011505127,1.1952780485153198,13104000
2009-06-29,1.1558815240859985,1.2333329916000366,1.236111044883728,1.1913889646530151,1.2083330154418945,8690400
2009-06-30,1.1282858848571777,1.203889012336731,1.2433329820632935,1.1763889789581299,1.2333329916000366,17128800
2009-07-01,1.1403921842575073,1.2168060541152954,1.2529170513153076,1.2136110067367554,1.2184720039367676,12038400
2009-07-02,1.0462816953659058,1.1163890361785889,1.1698609590530396,1.1159720420837402,1.1693060398101807,29275200
2009-07-06,1.0491443872451782,1.1194440126419067,1.1206940412521362,1.0743060111999512,1.0855560302734375,22572000
2009-07-07,0.983801007270813,1.0497219562530518,1.1168060302734375,1.0497219562530518,1.114027976989746,29016000
2009-07-08,0.9849728941917419,1.0509719848632812,1.0765279531478882,1.013888955116272,1.0701390504837036,49824000
2009-07-09,0.9910905361175537,1.0575000047683716,1.0816669464111328,1.0462499856948853,1.069443941116333,45892800
2009-07-10,0.9815883040428162,1.0473610162734985,1.065693974494934,1.0263890027999878,1.0386110544204712,51199200
2009-07-13,1.0533102750778198,1.1238889694213867,1.1256940364837646,1.034999966621399,1.059999942779541,43675200
2009-07-14,1.074917197227478,1.1469440460205078,1.1469440460205078,1.1102780103683472,1.1352779865264893,38700000
2009-07-15,1.1668157577514648,1.2450000047683716,1.2523610591888428,1.1844439506530762,1.189028024673462,36921600
2009-07-16,1.198055386543274,1.2783329486846924,1.2925000190734863,1.2262500524520874,1.2324999570846558,46396800
2009-07-17,1.1959725618362427,1.2761110067367554,1.2847219705581665,1.2540279626846313,1.2745829820632935,27374400
2009-07-20,1.2322896718978882,1.3148610591888428,1.325139045715332,1.28125,1.3019440174102783,37195200
