Date,Open,High,Low,Close,Adj Close,Volume
2001-07-13 00:00:00+00:00,20.047243118286133,24.21666717529297,24.530000686645508,23.52666664123535,24.100000381469727,603300
2001-07-16 00:00:00+00:00,18.88553237915039,22.81333351135254,23.850000381469727,22.81333351135254,23.78333282470703,180000
2001-07-17 00:00:00+00:00,19.660930633544922,23.75,23.75,22.633333206176758,22.649999618530273,287100
2001-07-18 00:00:00+00:00,18.84689712524414,22.766666412353516,23.203332901000977,22.766666412353516,23.03333282470703,301800
2001-07-19 00:00:00+00:00,19.64713478088379,23.733333587646484,24.233333587646484,23.733333587646484,24.133333206176758,405000
2001-07-20 00:00:00+00:00,19.550559997558594,23.616666793823242,23.633333206176758,23.25,23.25,360000
2001-07-23 00:00:00+00:00,18.957273483276367,22.899999618530273,23.75,22.899999618530273,23.75,195300
2001-07-24 00:00:00+00:00,18.446781158447266,22.28333282470703,22.766666412353516,22.266666412353516,22.766666412353516,150300
2001-07-25 00:00:00+00:00,18.115646362304688,21.883333206176758,22.616666793823242,21.883333206176758,22.200000762939453,179100
2001-07-26 00:00:00+00:00,19.79890251159668,23.916667938232422,24.149999618530273,22.766666412353516,22.850000381469727,281700
2001-07-27 00:00:00+00:00,20.256967544555664,24.469999313354492,24.733333587646484,24.166667938232422,24.166667938232422,121500
2001-07-30 00:00:00+00:00,20.392175674438477,24.633333206176758,24.84666633605957,24.43000030517578,24.59666633605957,7800
2001-07-31 00:00:00+00:00,20.392175674438477,24.633333206176758,25.133333206176758,24.633333206176758,25.133333206176758,152100
2001-08-01 00:00:00+00:00,21.45456314086914,25.916667938232422,26.233333587646484,25.583332061767578,25.583332061767578,28500
2001-08-02 00:00:00+00:00,21.86846923828125,26.416667938232422,26.649999618530273,26.383333206176758,26.566667556762695,64800
2001-08-03 00:00:00+00:00,21.592527389526367,26.083332061767578,26.416667938232422,25.916667938232422,26.416667938232422,9600
2001-08-06 00:00:00+00:00,21.206207275390625,25.616666793823242,25.71666717529297,25.46666717529297,25.516666412353516,21900
2001-08-07 00:00:00+00:00,20.877832412719727,25.219999313354492,25.219999313354492,25.0,25.200000762939453,18600
2001-08-08 00:00:00+00:00,20.640525817871094,24.933332443237305,25.516666412353516,24.933332443237305,25.113332748413086,18900
